location,sample date,Ammonium,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Nitrates,Nitrites,Orthophosphate-phosphorus,Total nitrogen,Total phosphorus,Water temperature
Boonsri,2014-07-23,       0.04,       2.37,      10.61,       7.53,       0.59,       0.06,       0.11,,       0.18,      24.00
Boonsri,2014-07-25,,,,,,,,,,
Boonsri,2014-08-22,,,,,,,,,,
Boonsri,2014-08-27,       0.08,       2.19,      11.07,       7.36,       0.97,       0.01,       0.09,       1.36,       0.13,      24.17
Boonsri,2014-09-17,       0.08,       1.21,      11.27,       6.91,       0.66,       0.02,       0.10,       1.03,       0.15,      21.33
Boonsri,2014-09-26,,,,,,,,,,
Boonsri,2014-10-09,       0.00,       1.35,      10.87,       7.85,       0.50,       0.01,       0.08,,       0.12,      23.50
Boonsri,2014-10-23,       0.07,       1.31,       9.46,       8.66,       0.96,       0.01,       0.14,       1.40,       0.17,      15.83
Boonsri,2014-10-24,,,,,,,,,,
Boonsri,2014-10-31,       0.38,       1.44,       8.26,       9.39,       0.94,       0.01,       0.12,       1.54,       0.14,      13.00
Boonsri,2014-11-04,       0.01,       2.22,       9.30,      10.85,       0.90,       0.01,       0.02,       1.21,       0.06,      11.83
Boonsri,2014-11-10,       0.07,       1.32,      12.08,       8.58,       0.97,       0.01,       0.14,       1.40,       0.17,      18.00
Boonsri,2014-11-12,       0.08,       1.60,      12.41,      11.76,       1.17,       0.02,       0.12,       1.75,       0.16,       5.00
Boonsri,2014-11-19,       0.07,       1.65,      11.45,      11.14,       1.50,       0.01,       0.10,       2.07,       0.12,       9.50
Boonsri,2014-11-27,       0.04,       1.53,       9.64,       8.68,       0.98,       0.01,       0.10,       1.44,       0.12,       8.50
Boonsri,2014-11-28,,,,,,,,,,
Boonsri,2014-12-11,       0.07,       1.50,       9.34,      10.87,       0.79,       0.02,       0.13,       1.34,       0.16,      10.67
Boonsri,2014-12-12,,,,,,,,,,
Boonsri,2015-01-08,       0.06,       1.34,,,       0.94,       0.02,       0.04,       1.32,       0.06,      27.67
Boonsri,2015-01-21,       0.08,       1.95,,,       1.37,       0.02,       0.03,       2.04,       0.15,       3.00
Boonsri,2015-01-29,,,,,,,,,,
Boonsri,2015-02-18,       0.08,       1.59,      11.85,      11.66,       1.86,       0.01,       0.04,       2.73,       0.26,       4.00
Boonsri,2015-02-27,,,,,,,,,,
Boonsri,2015-03-12,       0.10,       1.71,,,       1.06,       0.02,       0.05,       1.61,       0.07,       5.00
Boonsri,2015-03-19,       0.07,       1.46,      11.65,      11.47,       1.55,       0.02,       0.03,       2.30,       0.26,       7.67
Boonsri,2015-04-22,       0.04,       1.69,       9.94,      10.43,       0.92,       0.01,       0.03,       1.35,       0.07,      12.00
Boonsri,2015-04-23,,,,,,,,,,
Boonsri,2015-05-03,       0.06,       2.85,,,       1.36,       0.01,       0.03,       2.10,       0.19,       5.00
Boonsri,2015-05-15,       0.06,       1.41,      10.04,       7.94,       1.04,       0.02,       0.04,       1.54,       0.06,      17.67
Boonsri,2015-05-21,,,,,,,,,,
Boonsri,2015-05-28,       0.03,       1.41,,,       0.93,       0.01,       0.04,       1.37,       0.05,      18.33
Boonsri,2015-06-17,       0.07,       1.39,       9.00,       6.68,       1.47,       0.02,       0.05,       2.13,       0.08,      20.00
Boonsri,2015-06-25,,,,,,,,,,
Boonsri,2015-07-11,,,,,,,,,,
Boonsri,2015-07-16,       0.05,       1.51,       8.37,       8.18,       0.85,       0.01,       0.04,       1.24,       0.06,      23.67
Boonsri,2015-07-23,,,,,,,,,,
Boonsri,2015-07-24,       0.11,       1.31,,,       0.52,       0.01,       0.02,       0.86,       0.05,      25.00
Boonsri,2015-08-04,       0.04,       1.57,,,       1.03,       0.01,       0.05,       1.52,       0.09,       8.50
Boonsri,2015-08-20,       0.05,       0.86,       8.28,       7.30,       0.80,       0.01,       0.02,       1.19,       0.04,      26.17
Boonsri,2015-08-21,,,,,,,,,,
Boonsri,2015-09-01,       0.13,       1.26,      12.25,      11.23,       1.05,       0.01,       0.04,       1.66,       0.15,       1.83
Boonsri,2015-09-09,       0.06,       0.88,       8.74,       7.52,       1.11,       0.01,       0.05,       1.61,       0.06,      20.40
Boonsri,2015-09-10,       0.07,       1.65,,,       1.09,       0.02,       0.04,       1.60,       0.09,      19.00
Boonsri,2015-09-12,       0.07,       1.54,      10.24,      11.52,       1.52,       0.01,       0.04,       1.97,       0.06,       5.00
Boonsri,2015-09-17,       0.11,       1.42,,,       1.20,       0.02,       0.05,       1.79,       0.07,      21.00
Boonsri,2015-10-06,       0.05,       1.45,,,       0.94,       0.02,       0.05,       1.39,       0.05,      18.17
Boonsri,2015-10-21,       0.11,       0.99,       9.94,       9.20,       0.97,       0.01,       0.05,       1.48,       0.06,      14.00
Boonsri,2015-10-22,,,,,,,,,,
Boonsri,2015-10-28,       0.04,       1.51,,,       1.01,       0.02,       0.04,       1.43,       0.05,      15.17
Boonsri,2015-11-01,,,,,,,,,,
Boonsri,2015-11-11,       0.00,       1.82,      10.24,       9.49,       1.26,       0.02,       0.04,       1.74,       0.05,      15.00
Boonsri,2015-11-18,       0.07,       1.32,,,       1.39,       0.02,       0.08,       1.96,       0.10,      14.00
Boonsri,2015-11-26,       0.10,       1.47,,,       1.09,       0.01,       0.04,       1.65,       0.06,       9.50
Boonsri,2015-12-02,       0.12,       2.10,,,       1.42,       0.02,       0.03,       2.19,       0.25,       4.00
Boonsri,2015-12-13,,,,,,,,,,
Boonsri,2016-01-22,       0.08,       1.58,,,       1.49,       0.02,       0.04,       2.15,       0.13,       5.50
Boonsri,2016-01-28,,,,,,,,,,
Boonsri,2016-02-07,       0.04,       2.58,,,       0.53,       0.02,       0.03,       0.82,       0.04,      22.50
Boonsri,2016-02-17,       0.08,       1.77,      10.80,      10.95,       1.44,       0.01,       0.03,       2.21,       0.05,       6.00
Boonsri,2016-02-18,,,,,,,,,,
Boonsri,2016-03-06,       0.00,       1.90,,,       0.69,       0.03,       0.03,       0.96,       0.04,      20.00
Boonsri,2016-03-12,       0.12,       2.02,,,       1.20,       0.04,       0.05,       1.88,       0.07,       7.00
Boonsri,2016-03-17,       0.02,       1.78,      11.13,      10.83,       0.95,       0.01,       0.00,       1.15,       0.02,       9.00
Boonsri,2016-03-25,,,,,,,,,,
Boonsri,2016-04-15,       0.05,       1.86,,,       0.87,       0.01,       0.02,       1.45,       0.06,       9.50
Boonsri,2016-04-22,,,,,,,,,,
Boonsri,2016-04-28,       0.05,       2.03,      10.90,       8.63,       0.75,       0.02,       0.03,       1.11,       0.16,      15.00
Boonsri,2016-05-08,       0.05,       2.07,,,       0.64,       0.02,       0.05,       1.08,       0.06,      22.50
Boonsri,2016-05-11,       0.20,,,,       1.39,       0.04,       0.07,       2.43,       0.10,       8.00
Boonsri,2016-05-28,       0.06,       2.11,      11.98,       7.87,       1.19,       0.03,       0.02,       1.71,       0.05,      22.83
Boonsri,2016-06-02,       0.16,       1.75,,,       1.44,       0.01,       0.04,       2.41,       0.06,       1.00
Boonsri,2016-06-10,       0.20,       1.78,,,       0.96,       0.01,       0.03,       1.51,       0.04,      16.00
Boonsri,2016-06-16,       0.06,       2.22,      11.84,       6.43,       0.99,       0.02,       0.04,       1.42,       0.05,      21.00
Boonsri,2016-06-23,,,,,,,,,,
Boonsri,2016-07-05,       0.00,       2.84,,,       0.67,       0.02,       0.03,       0.88,       0.05,      16.50
Boonsri,2016-07-21,       0.00,       2.23,      10.90,       7.53,       0.66,       0.01,       0.03,       0.95,       0.05,      25.33
Boonsri,2016-07-24,,,,,,,,,,
Boonsri,2016-08-01,       0.11,       1.81,      11.20,      12.02,       1.39,       0.02,       0.04,       1.94,       0.06,       6.00
Boonsri,2016-08-18,,,,,,,,,,
Boonsri,2016-08-21,       0.09,       2.81,      10.62,       8.07,       0.80,       0.03,       0.05,       1.34,       0.06,      23.00
Boonsri,2016-08-27,       0.01,       2.84,,,       0.72,       0.02,       0.04,       1.04,       0.05,      22.50
Boonsri,2016-09-09,       0.04,       2.54,,,       0.81,       0.02,       0.06,       1.15,       0.07,      19.00
Boonsri,2016-09-22,       0.07,       1.65,       9.59,       7.13,       0.78,       0.02,       0.04,       1.17,       0.06,      18.00
Boonsri,2016-09-25,,,,,,,,,,
Boonsri,2016-10-03,       0.05,       1.90,,       8.90,       1.77,       0.06,       0.01,       2.62,       0.03,       7.00
Boonsri,2016-10-07,       0.04,       2.31,,,       0.10,       0.01,       0.02,,       0.08,      24.00
Boonsri,2016-10-12,       0.11,       1.79,      10.08,      11.54,       1.07,       0.01,       0.04,       1.63,       0.06,       7.00
Boonsri,2016-10-20,       0.05,       1.79,      10.17,       8.33,       0.87,       0.01,       0.06,       1.28,       0.08,      16.00
Boonsri,2016-10-21,,,,,,,,,,
Boonsri,2016-10-22,,,,,,,,,,
Boonsri,2016-11-17,       0.08,       1.94,      10.11,       8.20,       1.48,       0.05,       0.07,       2.12,       0.10,      10.00
Boonsri,2016-11-18,,,,,,,,,,
Busarakhan,2009-01-24,       0.43,       3.70,      34.52,       9.20,       0.97,       0.03,       0.07,       1.70,       0.10,       6.00
Busarakhan,2009-02-14,       0.32,       5.30,      34.44,      13.30,       2.33,       0.03,       0.10,       3.20,       0.11,       6.00
Busarakhan,2009-03-27,       0.38,       6.00,      48.24,      10.00,       1.62,       0.06,       0.04,       2.47,       0.04,       8.00
Busarakhan,2009-04-25,       0.27,       4.00,      24.12,       8.30,       0.97,       0.02,       0.05,       2.07,       0.07,      15.00
Busarakhan,2009-05-25,       0.08,       3.50,      34.52,       7.60,       1.43,       0.06,       0.09,       1.87,       0.09,      24.00
Busarakhan,2009-06-28,       0.37,       2.30,      24.74,       7.50,       2.27,       0.06,       0.01,       3.22,       0.01,      23.00
Busarakhan,2009-07-26,       0.09,       2.30,      29.50,       8.20,       2.04,       0.02,       0.02,       2.58,       0.14,      25.00
Busarakhan,2009-08-28,       0.28,       2.20,      34.52,       8.00,       1.13,       0.22,       0.33,       1.94,       0.65,      24.00
Busarakhan,2009-09-24,       0.21,       1.70,      24.60,       8.50,       1.55,       0.02,       0.07,       2.15,       0.37,      19.50
Busarakhan,2009-09-25,,,,,,,,,,
Busarakhan,2009-10-30,       0.20,       3.20,      34.44,       9.10,       1.45,       0.02,       0.05,       2.16,       0.06,      14.00
Busarakhan,2009-11-14,       0.07,       2.80,      44.37,       9.90,       1.50,       0.02,       0.05,       1.90,       0.06,       6.00
Busarakhan,2009-12-19,       0.09,       3.10,      29.52,       9.80,       1.69,       0.02,       0.02,       2.16,       0.02,       3.00
Busarakhan,2010-01-24,       0.12,       3.40,      29.52,      12.60,       2.28,       0.03,       0.05,       2.90,       0.10,       2.00
Busarakhan,2010-02-14,       0.11,       3.90,      29.16,      12.70,       1.11,       0.03,       0.01,       2.44,       0.03,       4.00
Busarakhan,2010-03-20,       0.12,       4.00,      34.44,      11.40,       0.69,       0.02,       0.02,       1.02,       0.03,      10.50
Busarakhan,2010-04-18,       0.10,       4.60,      39.36,      10.10,       1.60,       0.06,       0.04,       2.10,       0.15,      14.00
Busarakhan,2010-05-22,       0.14,       2.30,      29.59,       9.50,       1.67,       0.07,       0.01,       2.20,       0.02,      20.00
Busarakhan,2010-06-13,       0.36,       2.40,      29.59,       8.20,       2.02,       0.05,       0.01,       2.91,       0.07,      25.00
Busarakhan,2010-07-22,       0.37,       1.30,      29.52,       7.90,       1.44,       0.04,       0.01,       2.21,       0.03,      23.00
Busarakhan,2010-08-28,       0.33,       2.10,      29.52,       6.70,       1.56,       0.05,       0.01,       2.33,       0.04,      25.00
Busarakhan,2010-09-12,       0.32,       2.30,      28.08,      11.20,       1.61,       0.03,       0.03,       2.36,       0.10,       7.00
Busarakhan,2010-09-30,       0.10,       1.90,      29.52,       8.00,       0.55,       0.02,       0.01,       0.80,       0.02,      16.00
Busarakhan,2010-10-29,       0.06,       2.10,      34.52,       9.10,       1.36,       0.02,       0.01,       1.71,       0.06,      11.00
Busarakhan,2010-11-27,       0.51,       1.80,      37.60,      11.40,       1.36,       0.04,       0.04,       2.28,       0.04,       6.00
Busarakhan,2011-01-30,       0.22,       1.80,      32.90,       8.50,       2.26,       0.05,       0.05,       3.03,       0.16,       3.00
Busarakhan,2011-02-26,       0.33,       2.40,      27.40,      13.00,       2.23,       0.06,       0.04,       3.13,       0.05,       3.00
Busarakhan,2011-03-08,       0.16,       4.29,      28.22,       8.42,       0.98,       0.03,       0.00,       1.39,       0.04,      28.00
Busarakhan,2011-03-11,       0.15,       2.36,      24.48,      11.27,       1.83,       0.02,       0.04,       2.40,       0.10,       8.00
Busarakhan,2011-03-26,       0.59,       3.41,      31.97,      12.24,       1.00,       0.03,       0.00,       1.80,       0.05,       8.00
Busarakhan,2011-04-13,       0.13,       3.51,      27.41,       7.37,       1.40,       0.02,       0.00,       1.85,       0.04,      14.00
Busarakhan,2011-05-27,       0.32,       3.89,      28.94,       7.60,       1.62,       0.04,       0.00,       2.37,       0.06,      23.60
Busarakhan,2011-06-29,       0.69,       3.18,      24.60,       7.34,       1.62,       0.03,       0.00,       2.79,       0.04,      23.00
Busarakhan,2011-08-12,       0.07,       2.84,      24.48,       9.87,       1.25,       0.03,       0.03,       1.61,       0.08,      10.50
Busarakhan,2011-08-28,       0.13,       2.86,      23.40,       6.18,       1.88,       0.03,       0.04,       2.45,       0.06,      23.50
Busarakhan,2011-09-23,       1.05,       1.86,      32.76,       8.37,       1.31,       0.03,       0.00,       2.86,       0.04,      21.00
Busarakhan,2011-11-16,       0.13,       2.28,      23.40,      10.54,       1.44,       0.03,       0.04,       1.90,       0.06,       9.50
Busarakhan,2012-02-18,       0.21,       2.69,      23.40,      12.91,       1.87,       0.03,       0.01,       2.52,       0.06,       3.00
Busarakhan,2012-02-24,       0.17,       2.74,,      12.79,       1.43,       0.03,       0.01,       1.95,       0.02,       4.00
Busarakhan,2012-03-16,       0.15,       3.45,      27.67,      12.49,       2.12,       0.04,       0.01,       2.73,       0.27,       4.00
