location,sample date,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Water temperature,measure,value
Boonsri,2016-08-27,       2.84,      10.28,       7.76,      22.50,Ammonium,       0.01
Boonsri,2016-09-09,       2.54,       9.93,       7.44,      19.00,Ammonium,       0.04
Boonsri,2016-09-22,       1.65,       9.59,       7.13,      18.00,Ammonium,       0.07
Boonsri,2016-09-25,       1.77,       9.71,       8.02,      12.50,Ammonium,       0.06
Boonsri,2016-10-03,       1.90,       9.84,       8.90,       7.00,Ammonium,       0.05
Boonsri,2016-10-07,       2.31,       9.96,      10.22,      24.00,Ammonium,       0.04
Boonsri,2016-10-12,       1.79,      10.08,      11.54,       7.00,Ammonium,       0.11
Boonsri,2016-10-20,       1.79,      10.17,       8.33,      16.00,Ammonium,       0.05
Boonsri,2016-10-21,       1.84,      10.15,       8.29,      14.00,Ammonium,       0.06
Boonsri,2016-10-22,       1.89,      10.13,       8.24,      12.00,Ammonium,       0.07
Boonsri,2016-11-17,       1.94,      10.11,       8.20,      10.00,Ammonium,       0.08
Boonsri,2016-11-18,       2.82,      22.32,       8.70,       8.00,Ammonium,       0.25
Busarakhan,2009-01-24,       3.70,      34.52,       9.20,       6.00,Ammonium,       0.43
Busarakhan,2009-02-14,       5.30,      34.44,      13.30,       6.00,Ammonium,       0.32
Busarakhan,2009-03-27,       6.00,      48.24,      10.00,       8.00,Ammonium,       0.38
Busarakhan,2009-04-25,       4.00,      24.12,       8.30,      15.00,Ammonium,       0.27
Busarakhan,2009-05-25,       3.50,      34.52,       7.60,      24.00,Ammonium,       0.08
Busarakhan,2009-06-28,       2.30,      24.74,       7.50,      23.00,Ammonium,       0.37
Busarakhan,2009-07-26,       2.30,      29.50,       8.20,      25.00,Ammonium,       0.09
Busarakhan,2009-08-28,       2.20,      34.52,       8.00,      24.00,Ammonium,       0.28
Busarakhan,2009-09-24,       1.70,      24.60,       8.50,      19.50,Ammonium,       0.21
Busarakhan,2009-09-25,       2.45,      29.52,       8.80,      16.75,Ammonium,       0.21
Busarakhan,2009-10-30,       3.20,      34.44,       9.10,      14.00,Ammonium,       0.20
Busarakhan,2009-11-14,       2.80,      44.37,       9.90,       6.00,Ammonium,       0.07
Busarakhan,2009-12-19,       3.10,      29.52,       9.80,       3.00,Ammonium,       0.09
Busarakhan,2010-01-24,       3.40,      29.52,      12.60,       2.00,Ammonium,       0.12
Busarakhan,2010-02-14,       3.90,      29.16,      12.70,       4.00,Ammonium,       0.11
Busarakhan,2010-03-20,       4.00,      34.44,      11.40,      10.50,Ammonium,       0.12
Busarakhan,2010-04-18,       4.60,      39.36,      10.10,      14.00,Ammonium,       0.10
Busarakhan,2010-05-22,       2.30,      29.59,       9.50,      20.00,Ammonium,       0.14
Busarakhan,2010-06-13,       2.40,      29.59,       8.20,      25.00,Ammonium,       0.36
Busarakhan,2010-07-22,       1.30,      29.52,       7.90,      23.00,Ammonium,       0.37
Busarakhan,2010-08-28,       2.10,      29.52,       6.70,      25.00,Ammonium,       0.33
Busarakhan,2010-09-12,       2.30,      28.08,      11.20,       7.00,Ammonium,       0.32
Busarakhan,2010-09-30,       1.90,      29.52,       8.00,      16.00,Ammonium,       0.10
Busarakhan,2010-10-29,       2.10,      34.52,       9.10,      11.00,Ammonium,       0.06
Busarakhan,2010-11-27,       1.80,      37.60,      11.40,       6.00,Ammonium,       0.51
Busarakhan,2011-01-30,       1.80,      32.90,       8.50,       3.00,Ammonium,       0.22
Busarakhan,2011-02-26,       2.40,      27.40,      13.00,       3.00,Ammonium,       0.33
Busarakhan,2011-03-08,       4.29,      28.22,       8.42,      28.00,Ammonium,       0.16
Busarakhan,2011-03-11,       2.36,      24.48,      11.27,       8.00,Ammonium,       0.15
Busarakhan,2011-03-26,       3.41,      31.97,      12.24,       8.00,Ammonium,       0.59
Busarakhan,2011-04-13,       3.51,      27.41,       7.37,      14.00,Ammonium,       0.13
Busarakhan,2011-05-27,       3.89,      28.94,       7.60,      23.60,Ammonium,       0.32
Busarakhan,2011-06-29,       3.18,      24.60,       7.34,      23.00,Ammonium,       0.69
Busarakhan,2011-08-12,       2.84,      24.48,       9.87,      10.50,Ammonium,       0.07
Busarakhan,2011-08-28,       2.86,      23.40,       6.18,      23.50,Ammonium,       0.13
Busarakhan,2011-09-23,       1.86,      32.76,       8.37,      21.00,Ammonium,       1.05
Busarakhan,2011-11-16,       2.28,      23.40,      10.54,       9.50,Ammonium,       0.13
Busarakhan,2012-02-18,       2.69,      23.40,      12.91,       3.00,Ammonium,       0.21
Busarakhan,2012-02-24,       2.74,      25.54,      12.79,       4.00,Ammonium,       0.17
Busarakhan,2012-03-16,       3.45,      27.67,      12.49,       4.00,Ammonium,       0.15
Busarakhan,2012-03-25,       3.39,      25.54,      12.58,      11.00,Ammonium,       0.09
Busarakhan,2012-04-02,       2.84,      23.40,       8.55,       2.00,Ammonium,       0.24
Busarakhan,2012-04-11,       1.99,      29.76,       8.90,      10.00,Ammonium,       0.11
Busarakhan,2012-04-26,       2.17,      23.40,       8.49,      15.00,Ammonium,       0.04
Busarakhan,2012-04-29,       2.26,      23.40,       8.46,      14.00,Ammonium,       0.10
Busarakhan,2012-05-26,       1.57,      23.40,       8.42,      23.00,Ammonium,       0.10
Busarakhan,2012-05-31,       1.63,      25.74,       8.36,      22.00,Ammonium,       0.17
Busarakhan,2012-07-10,       1.23,      28.08,       8.13,      12.50,Ammonium,       0.04
Busarakhan,2012-07-20,       3.89,      43.85,       6.14,      28.00,Ammonium,       0.16
Busarakhan,2012-07-23,       3.81,      38.30,       6.39,      27.50,Ammonium,       0.18
Busarakhan,2012-07-27,       3.34,      32.76,       6.44,      26.50,Ammonium,       0.00
Busarakhan,2012-07-30,       2.74,      32.61,       6.73,      26.00,Ammonium,       0.31
Busarakhan,2012-08-12,       2.31,      32.45,       7.68,       8.50,Ammonium,       0.40
Busarakhan,2012-08-25,       5.92,      74.88,       6.67,      26.00,Ammonium,       0.00
Busarakhan,2012-10-27,       2.18,      46.80,       9.08,       9.50,Ammonium,       0.18
Busarakhan,2012-10-29,       2.86,      35.10,       9.01,       7.50,Ammonium,       0.17
Busarakhan,2012-11-02,       2.78,      23.40,       8.78,       3.00,Ammonium,       0.85
Busarakhan,2012-11-10,       2.40,      23.55,       8.81,      12.00,Ammonium,       0.05
Busarakhan,2012-11-15,       2.02,      23.71,       8.85,      17.00,Ammonium,       0.19
Busarakhan,2012-11-22,       2.19,      23.86,       8.57,      12.50,Ammonium,       0.06
Busarakhan,2012-12-30,       2.03,      24.02,       9.25,       1.00,Ammonium,       0.11
Busarakhan,2013-02-06,       4.20,      24.17,       4.53,      24.00,Ammonium,       0.42
Busarakhan,2013-02-11,       1.79,      24.33,      10.70,      11.00,Ammonium,       0.09
Busarakhan,2013-02-16,       2.58,      24.48,      11.73,       2.00,Ammonium,       0.07
Busarakhan,2013-02-25,       2.15,      24.48,      10.39,       1.50,Ammonium,       0.06
Busarakhan,2013-03-24,       1.24,      24.48,       9.06,       8.50,Ammonium,       0.07
Busarakhan,2013-03-30,       3.00,      25.96,      10.75,       8.00,Ammonium,       0.20
Busarakhan,2013-04-02,       2.08,      27.44,      10.57,       1.00,Ammonium,       0.13
Busarakhan,2013-04-11,       1.22,      28.92,      10.38,      11.50,Ammonium,       0.11
Busarakhan,2013-04-20,       2.18,      28.22,       9.03,      11.00,Ammonium,       0.35
Busarakhan,2013-04-29,       1.83,      30.57,       7.75,      15.00,Ammonium,       0.09
Busarakhan,2013-05-19,       2.07,      32.93,       6.72,      19.50,Ammonium,       0.09
Busarakhan,2013-06-21,       2.64,      37.28,       4.62,      24.00,Ammonium,       0.18
Busarakhan,2013-06-30,       1.28,      43.24,       7.35,      20.50,Ammonium,       0.12
Busarakhan,2013-07-19,       8.87,      49.20,       4.58,      28.00,Ammonium,       0.12
Busarakhan,2013-07-29,       9.84,      44.28,       1.03,      28.00,Ammonium,       0.28
Busarakhan,2013-08-08,       3.60,      29.52,       7.71,      27.50,Ammonium,       0.04
Busarakhan,2013-08-23,       2.62,      29.02,       6.51,      23.80,Ammonium,       0.09
Busarakhan,2013-09-12,       1.64,      28.51,      11.23,       3.00,Ammonium,       0.11
Busarakhan,2013-09-26,       2.28,      28.66,       6.50,      19.00,Ammonium,       0.07
Busarakhan,2013-10-25,       1.64,      28.81,       7.95,       9.00,Ammonium,       0.16
Busarakhan,2013-11-01,       1.06,      28.08,       9.78,       2.00,Ammonium,       0.08
Busarakhan,2013-11-17,       1.17,      30.18,       9.08,       4.00,Ammonium,       0.10
Busarakhan,2013-11-22,       1.41,      32.28,       9.04,       6.00,Ammonium,       0.10
Busarakhan,2013-12-09,       1.60,      34.38,       6.85,      26.50,Ammonium,       0.00
Busarakhan,2013-12-19,       3.00,      33.26,      11.90,       3.00,Ammonium,       0.25
Busarakhan,2013-12-27,       2.65,      32.15,      10.84,       3.00,Ammonium,       0.25
Busarakhan,2014-01-24,       2.30,      31.03,      13.40,       5.50,Ammonium,       0.03
Busarakhan,2014-02-05,       2.59,      27.42,       7.91,      22.11,Ammonium,       0.34
Busarakhan,2014-02-11,       1.40,      28.29,       9.26,      12.00,Ammonium,       0.10
Busarakhan,2014-03-02,       1.33,      27.24,       8.81,      16.00,Ammonium,       0.10
Busarakhan,2014-03-05,       1.27,      26.19,       8.36,      20.00,Ammonium,       0.11
Busarakhan,2014-03-09,       1.20,      25.14,       7.91,      24.00,Ammonium,       0.11
Busarakhan,2014-03-15,       2.32,      25.36,      12.43,       3.00,Ammonium,       0.25
Busarakhan,2014-03-21,       1.83,      25.58,      11.43,       6.00,Ammonium,       0.38
Busarakhan,2014-04-18,       1.56,      25.52,       8.21,      13.90,Ammonium,       0.10
Busarakhan,2014-05-06,       7.00,      25.46,       4.06,      23.50,Ammonium,       0.52
Busarakhan,2014-05-14,       1.30,      26.44,       7.33,      19.64,Ammonium,       0.32
Busarakhan,2014-05-28,       1.92,      27.41,       9.68,      20.00,Ammonium,       0.38
Busarakhan,2014-05-30,       1.84,      28.39,       8.44,      15.99,Ammonium,       0.29
Busarakhan,2014-06-04,       1.77,      29.37,       7.20,      11.98,Ammonium,       0.19
Busarakhan,2014-06-12,       1.04,      19.68,      10.77,       4.00,Ammonium,       0.04
Busarakhan,2014-06-26,       1.04,      21.55,       8.93,      14.95,Ammonium,       0.07
Busarakhan,2014-08-22,       1.03,      23.41,       7.08,      25.90,Ammonium,       0.10
Busarakhan,2014-08-27,       1.23,      25.28,       7.65,      27.00,Ammonium,       0.06
Busarakhan,2014-09-08,       1.22,      27.15,       6.34,      30.00,Ammonium,       0.20
Busarakhan,2014-09-18,       1.94,      26.27,       7.01,      24.00,Ammonium,       0.40
Busarakhan,2014-09-21,       1.71,      25.38,       7.13,      24.00,Ammonium,       0.24
Busarakhan,2014-10-09,       1.47,      24.50,       7.25,      24.00,Ammonium,       0.07
Busarakhan,2014-10-10,       1.22,      23.62,       9.30,      17.20,Ammonium,       0.15
Busarakhan,2014-10-17,       0.00,      23.61,       8.83,      16.80,Ammonium,       0.07
Busarakhan,2014-10-19,       1.00,      23.59,       8.06,      20.50,Ammonium,       0.18
Busarakhan,2014-11-06,       2.00,      23.58,       7.30,      24.20,Ammonium,       0.28
Busarakhan,2014-11-08,       1.53,      23.57,       8.66,      13.85,Ammonium,       0.19
Busarakhan,2014-11-12,       1.06,      23.55,      10.02,       3.50,Ammonium,       0.09
Busarakhan,2014-11-13,       0.00,      23.54,      10.90,      10.00,Ammonium,       0.05
Busarakhan,2014-11-17,       2.35,      23.53,      11.00,       9.00,Ammonium,       0.05
Busarakhan,2014-11-21,       4.70,      23.51,      11.10,       8.00,Ammonium,       0.06
Busarakhan,2014-12-03,       2.30,      23.50,      11.54,       3.00,Ammonium,       0.29
Busarakhan,2014-12-07,       2.37,      29.37,       6.19,      29.00,Ammonium,       0.18
Busarakhan,2014-12-13,       1.05,      29.37,       9.98,       1.20,Ammonium,       0.09
Busarakhan,2014-12-15,       1.64,      29.37,       8.55,      13.60,Ammonium,       0.08
Busarakhan,2015-01-08,       2.23,      29.37,       7.12,      26.00,Ammonium,       0.07
Busarakhan,2015-01-16,       1.06,      25.73,      11.95,       2.00,Ammonium,       0.20
Busarakhan,2015-01-24,       1.66,      25.64,      12.52,       1.50,Ammonium,       0.20
Busarakhan,2015-01-31,       2.26,      25.55,      13.10,       1.00,Ammonium,       0.20
Busarakhan,2015-02-14,       2.04,      25.45,      12.37,       3.00,Ammonium,       0.21
Busarakhan,2015-02-27,       2.03,      25.36,      11.62,       3.50,Ammonium,       0.20
Busarakhan,2015-03-15,       1.26,      25.27,       8.57,       9.60,Ammonium,       0.17
Busarakhan,2015-03-21,       1.60,      25.27,       9.48,      10.00,Ammonium,       0.04
Busarakhan,2015-03-27,       1.71,      25.27,       8.78,      11.60,Ammonium,       0.05
Busarakhan,2015-04-23,       1.81,      25.27,       8.07,      13.20,Ammonium,       0.06
Busarakhan,2015-04-25,       2.08,      25.27,       8.08,      16.20,Ammonium,       0.04
Busarakhan,2015-05-25,       2.34,      25.27,       8.08,      19.20,Ammonium,       0.02
Busarakhan,2015-05-27,       2.61,      25.27,       8.09,      22.20,Ammonium,       0.00
Busarakhan,2015-06-06,       4.22,      25.27,       5.62,      23.50,Ammonium,       0.07
Busarakhan,2015-06-17,       1.53,      25.74,       8.13,      26.20,Ammonium,       0.09
Busarakhan,2015-06-28,       1.79,      26.21,       6.22,      25.15,Ammonium,       0.15
Busarakhan,2015-07-23,       2.04,      26.68,       4.31,      24.10,Ammonium,       0.20
Busarakhan,2015-08-10,       2.30,      27.15,       9.61,      11.00,Ammonium,       0.49
Busarakhan,2015-08-21,       1.46,      27.16,       7.67,      26.50,Ammonium,       0.09
Busarakhan,2015-08-28,       2.09,      27.18,       7.75,      27.50,Ammonium,       0.08
Busarakhan,2015-09-08,       2.73,      27.20,       7.83,      28.50,Ammonium,       0.07
Busarakhan,2015-09-09,       1.63,      27.21,       7.68,      19.00,Ammonium,       0.05
Busarakhan,2015-09-12,       1.54,      26.61,      11.97,       2.00,Ammonium,       0.10
Busarakhan,2015-09-22,       1.64,      28.12,       8.05,      17.00,Ammonium,       0.12
Busarakhan,2015-09-24,       2.55,      28.64,       8.74,      14.50,Ammonium,       0.07
Busarakhan,2015-10-04,       3.46,      29.16,       9.43,      12.00,Ammonium,       0.03
Busarakhan,2015-10-05,       1.55,      26.47,       8.02,      21.50,Ammonium,       0.07
Busarakhan,2015-10-15,       1.03,      28.14,       9.21,      13.50,Ammonium,       0.15
Busarakhan,2015-10-30,       2.26,      29.82,       9.96,      13.00,Ammonium,       0.11
Busarakhan,2015-11-11,       3.50,      31.49,      10.71,      12.50,Ammonium,       0.08
Busarakhan,2015-11-18,       2.54,      31.65,      10.24,       9.10,Ammonium,       0.12
Busarakhan,2015-11-28,       3.31,      31.82,       9.96,       4.80,Ammonium,       0.09
Busarakhan,2015-12-07,       5.90,      31.98,       5.83,      27.00,Ammonium,       0.08
Busarakhan,2015-12-19,       1.61,      28.53,      10.66,       2.80,Ammonium,       0.10
Busarakhan,2016-01-14,       1.56,      25.08,      10.12,       2.00,Ammonium,       0.09
Busarakhan,2016-01-24,       1.91,      25.70,      10.60,       2.03,Ammonium,       0.08
Busarakhan,2016-02-14,       2.26,      26.32,      11.08,       2.07,Ammonium,       0.07
Busarakhan,2016-02-26,       2.61,      26.94,      11.56,       2.10,Ammonium,       0.06
Busarakhan,2016-03-20,       1.49,      27.56,       8.81,      17.00,Ammonium,       0.14
Busarakhan,2016-04-18,       2.68,      28.18,       8.09,      17.15,Ammonium,       0.11
Busarakhan,2016-04-24,       3.87,      28.80,       7.37,      17.30,Ammonium,       0.09
Busarakhan,2016-05-14,       2.21,      29.42,       8.64,      17.20,Ammonium,       0.09
Busarakhan,2016-05-22,       2.88,      28.11,       7.97,      19.60,Ammonium,       0.09
Busarakhan,2016-05-26,       3.55,      26.81,       7.31,      22.00,Ammonium,       0.09
Busarakhan,2016-06-02,       1.10,      25.50,      11.80,       3.00,Ammonium,       0.46
Busarakhan,2016-06-13,       1.75,      27.51,      10.07,      12.80,Ammonium,       0.28
Busarakhan,2016-06-16,       2.40,      29.52,       8.33,      22.60,Ammonium,       0.11
Busarakhan,2016-06-26,       4.13,      31.48,       3.93,      23.40,Ammonium,       0.16
Busarakhan,2016-07-14,       1.33,      33.45,       7.84,      24.50,Ammonium,       0.09
Busarakhan,2016-07-20,       1.65,      33.02,       7.01,      23.80,Ammonium,       0.13
